"name1","type_facility","longitude","latitude"
"Centerstone of Indiana Inc","SU",-86.5052825,39.1621521
"Kentucky Christian Recovery","SU",-86.8765989,37.1806613
"Health Connect America","SU",-87.6862721,34.8375288
"PBMHR Region XII","SU",-89.5540747,31.6279361
"Region X Weems CMHC","SU",-89.2897937,31.9729129
"8 Oaks","SU",-87.539508,35.1279304
"Indiana Ctr for Recovery/Alcohol and","SU",-86.4941931,38.8529761
"Caring Associates Counseling Group Inc","SU",-86.3928184,39.8520706
"Bradford Health Services","SU",-87.6722525,34.8007918
"BHG Shoals Treatment Center","SU",-87.6760899,34.7663172
"Recovery Works","SU",-86.4029163,39.4177959
"Martinsville Treatment Services","SU",-86.4018539,39.4174723
"Recovery Works","SU",-86.4001812,39.4170134
"Harbortown Treatment Center PLLC","SU",-86.4340326,42.1174204
"Calumet","SU",-88.4506707,47.2376303
"Phoenix House Inc","SU",-88.4471953,47.2495728
"LifeSpring Health Systems","SU",-86.474143,38.5686735
"Michiana Behavioral Health","SU",-86.3276143,41.3569414
"ARCH Academy","SU",-87.0845501,36.1171201
"Beacon Behavioral Hospital","SU",-90.7002309,30.0465176
"Victory Clinic Services II","SU",-86.3065732,41.6715752
"Miller Care Group","SU",-86.2812122,39.8252848
"LifeSpring Health Systems","SU",-86.438974,38.3258971
"Pathway Healthcare","SU",-86.8833378,36.5063008
"Sacred Heart/Serenity Hills","SU",-86.3011375,41.9552628
"Take Back Control LLC","SU",-86.2385156,39.8683603
"Evolve Indy LLC","SU",-86.2314518,39.9142899
"Cumberland Heights","SU",-86.966108,36.200803
"Oaklawn Psychiatric Center Inc","SU",-86.2452715,41.6805277
"Salvation Army Harbor Light Center","SU",-86.2180929,39.8009928
"Recovery Centers of America","SU",-86.2036589,39.9104186
"Addictions Recovery Centers Inc","SU",-86.217954,41.6972356
"Crossroads Counseling","SU",-86.2148571,41.6948796
"Enriching Lives Organization","SU",-86.1823946,39.8301003
"Saint Vincent Kokomo","SU",-86.1568939,40.4863584
"Centerstone of Indiana Inc","SU",-86.2268006,39.2077213
"Indiana Ctr for Recovery/Alcohol and","SU",-86.1818512,41.6585256
"Elevate Recovery","SU",-86.1360977,40.4877506
"Hickory Treatment Center","SU",-86.161868,39.809135
"First City Recovery Center","SU",-86.1344942,40.4906943
"Volunteers of America OHIN","SU",-86.1609483,39.7760414
"Louisiana Behavioral Health Services","SU",-90.5033092,30.0897989
"Indianapolis Counseling Center Inc","SU",-86.1598553,39.777713
"Indianapolis Counseling Center Inc","SU",-86.1598553,39.777713
"Dove Recovery House for Women","SU",-86.1563395,39.8170151
"Volunteers of America OHIN","SU",-86.1553347,39.7797405
"Gilead House","SU",-86.1272315,40.4867207
"Volunteers of America","SU",-86.1544691,39.7794838
"VA Northern Indiana Healthcare System","SU",-86.1627372,41.70698
"Aspire Indiana Health","SU",-86.1390844,39.7635595
"Apex Recovery","SU",-87.0831212,35.5990935
"A Second Chance","SU",-88.7279528,32.3824856
"Weems Community MH Center","SU",-88.7330853,32.3718052
"Avenues Recovery Center at","SU",-86.1422793,41.6201217
"Pathway Healthcare Laurel","SU",-89.1512311,31.7506819
"Together We Can Consulting LLC","SU",-86.1201955,39.8533527
"Marwin Counseling","SU",-87.8174721,33.9286966
"Tree House Recovery","SU",-86.8678573,36.1463102
"Freedom Recovery Center","SU",-87.678405,46.5011744
"Spero Health","SU",-86.1248231,39.6539782
"Covington Behavioral Health","SU",-90.1376788,30.4556805
"Townsend Recovery Center","SU",-90.1350199,30.4585564
"Avenues Recovery Center at Covington","SU",-90.1350199,30.4585564
"West End Outreach Services","SU",-124.3933285,47.946754
"PBMHR Region XII","SU",-89.3304345,31.469493
"Place of Hope Inc","SU",-87.0415101,35.6261607
"Weems Community Mental Health Center","SU",-88.7017528,32.377593
"Fresh Start Treatment Facility","SU",-86.1029543,39.8148566
"HamiltonDavis Treatment Services","SU",-88.7033989,32.3667296
"Great Lakes Recovery Centers Inc","SU",-87.6513007,46.5071433
"Great Lakes Recovery Centers Inc","SU",-87.6503555,46.5071629
"Indiana Ctr for Recovery/Alcohol and","SU",-86.0685155,39.9998239
"Indiana Ctr for Recovery/Alcohol and","SU",-86.0831731,39.6874204
"Lloyd C Elam Mental Health Center","SU",-86.8056557,36.1664505
"Aware Recovery Care of Indiana LLC","SU",-86.0551547,39.9045954
"Next Door Inc","SU",-86.8072281,36.1573996
"Elite Behavioral Services LLC","SU",-86.0500117,39.9083159
"Franklin Recovery Center","SU",-86.883457,35.9250665
"Avenues Recovery Center at","SU",-86.0494422,39.8990169
"TalkDr Christian Counseling","SU",-86.885158,35.913781
"Northwest Alabama Mental Health Ctr","SU",-87.874943,33.6876866
"Park Center Co Occurring Services","SU",-86.8016727,36.133589
"Spero Health","SU",-86.0407451,39.9058939
"Community Fairbanks Recovery Center","SU",-86.0408224,39.9032463
"Longbranch Recovery Center","SU",-90.0420064,30.48208
"Cumberland Heights","SU",-86.7959045,36.1374609
"Cumberland Heights","SU",-86.7959236,36.1373152
"Southern Addiction Medicine Services","SU",-90.0836086,30.4131079
"Provive Wellness of Brentwood","SU",-86.8116508,36.0334134
"Samaritan Recovery Community","SU",-86.7629341,36.1680005
"Hope Alive Center","SU",-86.7342092,36.2478661
"Stepworks of Bowling Green","SU",-86.5061202,36.9917333
"Pine Rest Christian Mental Hlth Servs","SU",-86.1778957,42.7974569
"Recovery Care of Columbia","SU",-86.7988888,36.0355935
"Reach for Recovery","SU",-86.2227898,43.0611845
"Peaceful Solutions Counseling Services","SU",-86.576361,36.712676
"Cumberland Heights","SU",-86.8193019,35.958923
"Recovery Community Inc","SU",-86.711371,36.2676232
"Pine Rest Christian Mental Hlth Servs","SU",-86.2187679,43.0962399
"SolutionsRetreat Inc","SU",-86.7807383,36.0484495
"Recovery Unplugged Nashville","SU",-86.7850927,36.0291859
"NuLife Behavioral Health","SU",-85.9835715,39.9282064
"Nashville CARES","SU",-86.7540117,36.1106007
"Eastside Outpatient Services","SU",-86.2326301,43.2045607
"Apex Recovery","SU",-86.8171601,35.9198433
"JourneyPure","SU",-86.4796635,36.9699061
"PBMHR Region XII","SU",-89.4242115,31.1651715
"Oaklawn Psychiatric Center Inc","SU",-85.9834507,41.6608042
"Educational Counseling of America","SU",-86.4459750415646,36.9977311300846
"New Start Recovery Inc","SU",-90.7300487,29.5909957
"Magnolia Ranch Recovery LLC","SU",-87.041657,35.250116
"Tara Treatment Center Inc","SU",-85.985291,39.387087
"Lifespring Health Systems","SU",-86.0809908,38.5971484
"Great Lakes Recovery Centers Inc","SU",-87.0628808,45.7455411
"Catholic Social Services of the UP","SU",-87.0628908,45.7460696
"Addictions Recovery Centers Inc","SU",-85.9523246,41.7023623
"SLS Sober Living Services","SU",-86.6956691,36.114624
"Reach for Recovery","SU",-86.085536,42.77999
"AIM Wellness Addiction Treatment Fac","SU",-86.2903573,37.4884959
"Ness Center","SU",-90.0159713,30.3500296
"Northlake Behavioral Health System","SU",-90.0171177,30.3468194
"Hickory Treatment Center at Corydon","SU",-86.1207082,38.2005423
"Weems Community MH Center","SU",-88.7272431,32.0367456
"Bradford Health Services","SU",-86.6789877,36.0961357
"South Nashville Comprehensive Treatmen","SU",-86.679092,36.0942762
"LifeSpring Health Systems","SU",-86.1158947,38.2003424
"LifeSkills Inc","SU",-86.3981385,36.9666075
"Fuller Life Counseling Partners","SU",-86.4052417,36.9143395
"Rivendell Behavioral Health Services","SU",-86.3797563575613,36.9989912999865
"Cumberland Heights","SU",-86.6252947,36.188982
"Hermitage Comprehensive Treatment Ctr","SU",-86.6341441,36.1577528
"KW Consulting LLC","SU",-86.2418496,37.4932463
"Pine Belt Mental Health Resources","SU",-89.2682132,31.2232277
"Marquette Family Health Center","SU",-87.4177649,46.5578754
"Catholic Social Services of the UP","SU",-87.4005639,46.5405797
"Volunteers of America OHIN","SU",-85.9208535,39.2058157
"Centerstone of Indiana Inc","SU",-85.9105874,39.2372683
"Centerstone of Indiana Inc","SU",-85.9069621,39.2452935
"Great Lakes Recovery Centers Inc","SU",-87.3948101,46.5633447
"Great Lakes Recovery Centers Inc","SU",-87.394832,46.5634126
"Beacon Behavioral Hospital","SU",-89.944252,30.336377
"Cumberland Heights","SU",-86.5359098,36.3364698
"Bowen Health","SU",-85.8278145,41.2471382
"Otis R Bowen Ctr for Human Servs","SU",-85.8277457,41.2471042
"Take Back Control LLC","SU",-85.8966235,39.1942638
"Oaklawn Psychiatric Center Inc","SU",-85.8394255,41.6036361
"Addictions Recovery Centers Inc","SU",-85.834026,41.586973
"LifeSkills Inc","SU",-86.2653445,37.188939
"ProTech Recovery","SU",-85.8968467,38.9576178
"Avenues Recovery Center at New Orleans","SU",-90.1920705,29.998793
"New Beginnings Recovery Center LLC","SU",-85.8893249,38.9591308
"Alchemy Addiction Recovery","SU",-90.1812222,29.9980115
"Longbranch Recovery and Wellness","SU",-90.1621357,29.995068
"Sumner County","SU",-86.4462272,36.3873678
"Otis R Bowen Ctr for Human Servs","SU",-85.7467379,41.411389
"Seymour Comprehensive Treatment Center","SU",-85.8397455,38.9631914
"Ochsner Addictive Behavior Unit","SU",-90.145912,29.9617878
"West Alabama Mental Health Center","SU",-88.1819022,32.5999523
"Be Da Bin Behavioral Health Program","SU",-86.24455333,44.28752822
"Bridges of Hope","SU",-85.6915582,40.1316195
"LifeSpring Health Systems","SU",-85.8191042,38.7446093
"FROG Recovery Inc","SU",-85.6840365,40.1052439
"Radiant Health North","SU",-85.6665243,40.5649735
"Henry Ford Behavioral Hlth St Vincent","SU",-85.6796841,40.0939555
"Bridge House Inc","SU",-90.0985991,29.9558096
"Radiant Health South","SU",-85.6590373,40.5311887
"Radiant Health Adams Street","SU",-85.6590001,40.5333966
"Odyssey House Louisiana Inc","SU",-90.0998326,29.9508432
"Odyssey House Louisiana Inc","SU",-90.0764305,29.9723783
"BrightPath Recovery Services PLLC","SU",-86.4916813,35.99392
"Imagine Recovery","SU",-90.1192858,29.9213024
"VA Northern Indiana Healthcare System","SU",-85.637496,40.520026
"Florida Parishes Human Servs Authority","SU",-89.784019,30.2724343
"Alchemy Addiction Recovery","SU",-89.7570522,30.3017318
"Beacon Behavioral Hospital","SU",-89.9482377,30.0706659
"Lifespring Health Systems","SU",-85.7687872,38.6863888
"Sanford West Behavioral Health Campus","SU",-85.825149,43.044291
"Integrity Behavioral Management","SU",-89.9723777,30.0304976
"JourneyPure","SU",-86.4674103,35.927452
"LifeSkills Inc","SU",-86.1997327,36.7470417
"LifeSpring Health Systems","SU",-85.8201045,38.3176545
"Lincoln Trail Behavioral Health System","SU",-85.9145809,37.7880076
"Clear Vision Counseling LLC","SU",-85.8396765,38.1443758
"LifeSpring Health Systems","SU",-85.8039682,38.3152788
"Health Connect America","SU",-86.9768185,34.6075286
"Responsibility House","SU",-90.0369466,29.9119275
"Family Life Center Inc","SU",-86.9808389,34.5784253
"Self Recovery Medical Detox","SU",-87.8905537,32.8434103
"JourneyPure Bowling Green","SU",-85.9120858,37.6944793
"Cedar Recovery","SU",-86.326505,36.220025
"West Alabama Mental Health Center","SU",-87.8880731,32.8403723
"Oceans Behavioral Hospital","SU",-90.037466,29.8910965
"Wooded Glen Recovery Center","SU",-85.7277723,38.5771953
"Sunrise Recovery LLC","SU",-85.7679515,38.3200337
"Healing Place","SU",-85.7798622,38.2265235
"Stepworks of Elizabethtown","SU",-85.8814089,37.7167721
"Healing Place","SU",-85.7676834,38.2567121
"Communicare Inc","SU",-85.8816208,37.7029475
"Avenues Recovery Center at Louisville","SU",-85.7524278,38.3331913
"NOLA Detox and Recovery Center","SU",-89.9956831,29.9103758
"Pine Rest Christian Mental Hlth Servs","SU",-85.6277012,42.3064644
"Elizabeth Upjohn Comm Healing Center","SU",-85.6220161,42.2716546
"Counseling Center PC Plainwell","SU",-85.6430408,42.4403428
"Recovery Works","SU",-85.873576,37.7107251
"Astra Behavioral Health","SU",-85.8673745,37.7338517
"Gateway Foundation","SU",-90.045645,29.8473568
"Recovery Works","SU",-85.8682386,37.709043
"VOA Addiction Recovery Services","SU",-85.7560502,38.2375577
"Volunteers of America Mid States","SU",-85.7560502,38.2375577
"Beacon House Aftercare Program Inc","SU",-85.7557234,38.2392687
"ADiO Health Management Solutions LLC","SU",-85.7516135,38.2544616
"Indiana Ctr for Recovery/Alcohol and","SU",-85.7477236,38.271206
"Seven Counties Services","SU",-85.7476631,38.2474611
"Pine Rest Christian Mental Hlth Servs","SU",-85.7212292,43.0145768
"LifeSpring Health Systems","SU",-85.7411464,38.2732994
"Walker Recovery Center Inc","SU",-87.2667182,33.8707971
"Enlightened Recovery","SU",-85.605535,42.3027995
"TruHealing Riverbend","SU",-85.7396868,38.273372
"LifeSpring Health Systems","SU",-85.7373652,38.2763947
"Behavioral Health Services at","SU",-85.5997965,42.2829222
"Seven Counties Services Inc","SU",-85.740906,38.2348708
"VOA Recovery","SU",-85.7420826,38.2274596
"VOA Recovery","SU",-85.7420671,38.2269708
"Volunteers of America Mid States","SU",-85.7420225,38.2270093
"LifeSpring Health Systems","SU",-85.7254652,38.2960071
"Lifespring Health Systems","SU",-85.725442,38.2959182
"Our Hope Association","SU",-85.7001105,42.982526
"New Way Counseling Center","SU",-85.5899289,42.2798849
"Stepworks Crowne Pointe","SU",-85.8404254,37.7191423
"Cumberland Heights","SU",-86.3905807,35.8380134
"Stepworks Crowne Pointe","SU",-85.8359935,37.7172984
"Morton Center","SU",-85.7278416,38.2353846
"Wellstone Regional Hospital","SU",-85.7100934,38.3268108
"Wellstone Regional Hospital","SU",-85.7099931,38.3267249
"Catholic Human Services","SU",-86.1175267,44.6298026
"Pine Rest Christian Mental Hlth Servs","SU",-85.6570855,42.8372383
"Sunrise Recovery LLC","SU",-85.7018348,38.3098794
"Southern Indiana Comprehensive","SU",-85.6883172,38.3841359
"North Clark Medical Group","SU",-85.6697854,38.4728937
"Pine Rest Christian Mental Hlth Servs","SU",-85.6689095,42.9574372
"Guiding Light","SU",-85.6681247,42.9581623
"Cherry Street Health Services","SU",-85.665889,42.9592876
"UofL Health","SU",-85.7099311,38.2172615
"Phoenix House Inc","SU",-87.5817534,33.2043271
"Centerstone of Indiana Inc","SU",-85.6312828,38.6577498
"Kolbe Clinic","SU",-87.2363307,33.843068
"Nottawaseppi Band of the Potawatomi","SU",-85.6608921,42.9604264
"Journies","SU",-85.6493599,42.8979224
"Our Hope Association","SU",-85.6608171,42.9671369
"Gilmore Community Healing Centers","SU",-85.5582342,42.3097955
"Kalamazoo Probation","SU",-85.5535302,42.2972123
"Salvation Army","SU",-85.6391112,42.9633834
"LifeSkills Inc","SU",-85.8916032,37.2714797
"Bradford Health Services","SU",-86.7834227,34.7242799
"JourneyPure","SU",-85.6798791,38.1944139
"Seven Counties Services","SU",-85.7085127,37.9862463
"West Alabama Mental Health Center","SU",-88.2164415,32.086426
"REACH Program LLC","SU",-85.7107984,37.9740135
"Spero Health","SU",-85.4278498,40.2229769
"Meridian Health Services","SU",-85.4172206,40.194676
"Fuller Life Counseling Partners","SU",-85.9240347,37.0075541
"Tony Rice Center Inc","SU",-86.427497,35.48932
"Addictions Recovery Centers Inc","SU",-85.4187298,41.6436779
"Brook Hospital","SU",-85.627229,38.235613
"A A and Associates of Kentucky","SU",-85.6282176,38.2149332
"Help Recovery Centers","SU",-86.3258909,35.7237893
"Radiant Health","SU",-85.3726904,40.4677793
"Tuscaloosa VA Medical Center","SU",-87.4861636,33.1911202
"Bradford Health Services","SU",-86.6740538,34.7124087
"West Alabama Mental Health Center","SU",-87.8384018,32.501909
"Aletheia House","SU",-86.6471109,34.7405658
"Louisville Recovery Center","SU",-85.5045035,38.2702339
"LifeSpring Health Systems","SU",-85.4172033,38.7725557
"Indiana Ctr for Recovery/Alcohol and","SU",-85.2481516,41.0384847
"Great Lakes Recovery Centers Inc","SU",-86.6251788,46.4252126
"Pathway Healthcare","SU",-86.5856068,34.695937
"WellStone Inc","SU",-86.5783003,34.6802121
"Skywood Recovery","SU",-85.3003926,42.4152214
"Nottawaseppi Band of the Potawatomi","SU",-85.2611266,42.1052104
"Seven Counties Services","SU",-85.3987772,38.394027
"Family Life Center Inc","SU",-86.4794359,34.7896102
"Centerstone","SU",-86.2315703,35.3826969
"Nova Counseling Associates Inc","SU",-85.4934012,43.7196505
"Barry County Community Mental Health","SU",-85.2806944,42.6338902
"Recovery Services Unlimited","SU",-85.2332852,42.2976645
"Avenues Recovery Center at Fort Wayne","SU",-85.1455462,41.0609699
"Ten Sixteen Recovery Network","SU",-85.4793107,43.6973002
"Incompass","SU",-85.2216999,39.2970609
"Community Mental Health Center Inc","SU",-85.2204487,39.2980674
"Community Mental Health Center Inc","SU",-85.2197532,39.2978697
"Fort Wayne Recovery","SU",-85.1373619,41.1770048
"REACH Program LLC","SU",-85.4681349,37.809909
"Allendale Behavioral Health","SU",-85.1354143,41.1767659
"Astra Recovery Centers LLC","SU",-85.4591124,37.835984
"Park Center Inc","SU",-85.1268665,41.0979949
"Gulfport Behavioral Health System","SU",-89.0982884,30.4467954
"Sault Tribe Health and Human Services","SU",-86.2471396,45.9536358
"Phoenix Associates Inc","SU",-85.1091403,41.0893127
"Park Center Inc","SU",-85.1085608,41.0936499
"VA Northern Indiana Healthcare System","SU",-85.106194,41.0957854
"Parkview Behavioral Health","SU",-85.101851,41.091906
"PBMHR Region XII","SU",-89.0913501,30.4312073
"LifeSkills Inc","SU",-85.6400248,36.9894826
"Bradford Health Services","SU",-86.8721899,33.82505
"Lighthouse of Cullman, Inc","SU",-86.6871728,34.1655048
"LifeSkills Inc","SU",-85.6908753,36.6995314
"Allendale Treatment","SU",-85.070631,41.3340402
"Seven Counties Services","SU",-85.3455599,38.0307784
"AA and Associates of Kentucky","SU",-85.1817763,38.6822788
"Shelbyville Comprehensive Trt Center","SU",-85.2514948,38.215154
"Mississippi Drug and Alcohol ","SU",-88.9123718,30.4786132
"Addiction Treatment Services Inc","SU",-85.5961771,44.7492526
"Addiction Treatment Services","SU",-85.59819,44.7585565
"Catholic Human Services","SU",-85.5932361,44.7495859
"Seven Counties Services","SU",-85.2011474,38.2201396
"Community Mental Health Center Inc","SU",-85.0827762,38.7379546
"ARC Addiction Recovery Care","SU",-85.2657796,37.7099935
"ARC Addiction Recovery Care","SU",-85.2657796,37.7099935
"ARC Addiction Recovery Care","SU",-85.2657796,37.7099935
"Community Mental Health Center Inc","SU",-84.974068,39.4395499
"Isaiah House","SU",-85.220989,37.8965849
"Isaiah House","SU",-85.220989,37.8965849
"Richmond State Hospital","SU",-84.9269066,39.8346752
"The Healing Place","SU",-85.3396437,37.3367463
"Centerstone of Indiana Inc","SU",-84.9051571,39.8435855
"Community Mental Health Center Inc","SU",-84.9595468,39.2808349
"University of Alabama at Birmingham","SU",-86.804384,33.5048409
"Centerstone of Indiana Inc","SU",-84.8892791,39.8044147
"Fellowship House Inc","SU",-86.8005895,33.4969986
"Bradford Health Services","SU",-86.8107503,33.4163883
"Isaiah House","SU",-85.1310449,37.8073268
"Isaiah House","SU",-85.1310632,37.8051762
"Unity House","SU",-84.8846211,39.1111669
"Community Mental Health Center Inc","SU",-84.8824872,39.1112342
"INcompass Healthcare","SU",-84.8825962,39.1097831
"INcompass Healthcare","SU",-84.8821673,39.1099702
"Family Life Center Inc","SU",-86.2942825,34.3588802
"Pathway Healthcare","SU",-86.6677276,33.5958715
"INcompass Healthcare","SU",-84.8652221,39.0955542
"INcompass Healthcare","SU",-84.8652221,39.0955542
"New Hope Detox","SU",-87.8946859,31.531772
"East Indiana Comprehensive Treatment","SU",-84.8558609,39.1079865
"Tri County Treatment Center","SU",-86.6328434,33.5820115
"Cumberland Heights","SU",-85.4972455,36.1663769
"Shelby County Treatment Center","SU",-86.787917,33.2129116
"Bradford Health Services","SU",-85.479241,36.149239
"Family Life Center Inc","SU",-86.0330012,34.6722382
"CommonHealth Recovery","SU",-84.9148742,38.1735863
"Hope House for Men","SU",-84.6736254,41.9787868
"Hope House for Women","SU",-84.6710614,41.9793859
"Foundations Behavioral Health Services","SU",-84.6181094,40.5462766
"Kolbe Clinic","SU",-86.6340653,33.3497589
"Westwood Behavioral Health Center Inc","SU",-84.5942579,40.8544496
"Westwood Behavioral Health Center Inc","SU",-84.5920959,41.1305353
"DeCoach Recovery Centre","SU",-84.6360815,39.7753839
"Samaritan Behavioral Health Preble Co","SU",-84.6368706,39.7461079
"Darke County Recovery Services","SU",-84.6361607,39.7464457
"Ethan Health","SU",-84.7118815,39.0220121
"Ohio Guidestone","SU",-84.5526366,41.4599245
"Bay Area Substance Education Services","SU",-85.2598484,45.3035324
"Foothills Academy Inc","SU",-85.1299129,36.6813183
"Recovery Pathways LLC","SU",-84.757262,43.6024391
"Potterhouse Treatment","SU",-84.5989863,39.1186287
"Pinnacle Recovery Services","SU",-84.5965661,42.7191717
"Mid Michigan Recovery Services","SU",-84.5641557,42.6959922
"Ten Sixteen Recovery Network","SU",-84.7708338,43.8221711
"Prospect House","SU",-84.5622943,39.1034676
"Mid Michigan Recovery Services","SU",-84.5564179,42.7163197
"Catholic Human Services","SU",-85.065285,44.8997975
"Victory Clinical Services Lansing","SU",-84.5484,42.6849781
"DeCoach Rehabilitation Centre","SU",-84.5494392,39.1269236
"Bradford Health Services","SU",-88.1914373,30.6692464
"Serenitee At Its Best","SU",-84.7194649,38.0605695
"Pinnacle Treatment Centers OH XIII LLC","SU",-84.5118709,39.3435954
"Center for Addiction Treatment","SU",-84.5296884,39.1103832
"DeCoach Rehabilitation Centre","SU",-84.4972743,39.3210301
"Family Life Center Inc","SU",-86.0989406,34.0061878
"Family Life Center Inc","SU",-86.0989406,34.0061878
"Transitions Inc","SU",-84.533606,38.9889267
"Transitions Inc","SU",-84.533606,38.9889267
"Cincinnati VA Medical Center","SU",-84.5088721,39.139837
"Ohio Community Health Recovery Centers","SU",-84.485949,39.3005765
"Court Clinic","SU",-84.5095364,39.1065277
"BHG Mobile Treatment Center","SU",-88.1449027,30.6722087
"Talbert House","SU",-84.5021597,39.1347463
"Isaiah House Inc","SU",-84.7764157,37.6288969
"University of Cincinnati","SU",-84.4991537,39.136301
"Saint Elizabeth Physicians","SU",-84.5079273,39.0699333
"Addiction Services Council","SU",-84.4995152,39.1317354
"The Shoulder","SU",-88.2000797,30.5882738
"New Life for Women","SU",-86.0771483,34.0023572
"CED Fellowship House Inc","SU",-86.0762563,34.0006055
"First Step Home Inc","SU",-84.492013,39.1208006
"New Pathways Counseling","SU",-86.2731311,33.6060223
"AltaPointe Health Systems Inc","SU",-88.0966106,30.7057081
"Beckett Springs Hospital","SU",-84.4562357,39.3436028
"Harbor","SU",-84.3607359,41.2880984
"MidMichigan Community Health Services","SU",-84.7977355,44.3351048
"Victory Clinical Services III","SU",-84.4144196,42.2901049
"Isaiah House","SU",-84.6521517,38.0423588
"Resurge Recovery","SU",-84.4491756,39.1703122
"CCBHC at Vets Recover","SU",-88.0630209,30.6925574
"Mountain Comprehensive Care Center","SU",-84.6969298,37.6655968
"Mountain Comprehensive Care Center","SU",-84.6947933,37.6669329
"Riverview Regional Medical Center","SU",-86.0034907,34.0044667
"Sanative Recovery and Wellness","SU",-84.3923538,39.2383754
"Hotel California by the Sea","SU",-84.3847999,39.2745806
"Lumiere Healing Center","SU",-84.3742885,39.3586989
"Lumiere Healing Centers","SU",-84.3729021,39.3576185
"Family Life Center Inc","SU",-85.7770356,34.4424047
"Hotel California by the Sea","SU",-84.3779978,39.2534803
"ASAP Cincinnati","SU",-84.3790928,39.2266891
"Hotel California by the Sea","SU",-84.3639123,39.2522074
"Hotel California by the Sea","SU",-84.3552767,39.2439877
"Foothills Academy Inc","SU",-84.8441271,36.8564523
"Chilton County Treatment Center","SU",-86.578158,32.803098
"Revive Ministries Inc","SU",-84.5771615,37.8686572
"Revive Ministries Inc","SU",-84.5714117,37.8831638
"Stepworks of Nicholasville","SU",-84.5666437,37.8925901
"Stepworks of Nicholasville","SU",-84.5666437,37.8925901
"Ball Quantrell Jones","SU",-84.530687,38.0484389
"Bridge Inc","SU",-85.7173597,34.4457695
"DJG LLC","SU",-84.5286892,38.031823
"Windows of Discovery","SU",-84.5194129,38.0307948
"Little Traverse Bay Bands Odawa Indian","SU",-84.9642924,45.349285
"Dayton VA Medical Center","SU",-84.253287,39.749224
"JourneyPure","SU",-84.5114512,38.0271483
"Shepherds House Inc","SU",-84.5092535,38.036804
"Changed Lives Substance","SU",-84.5188872,37.9899414
"BrightView","SU",-84.2906325,39.3731279
"Gratitude Adjustment","SU",-84.7413652,37.0679889
"Harbor Hall Health Home","SU",-84.9596794,45.3700722
"Mahajan Therapeutics","SU",-84.2399424,39.8232313
"Harbor Hall","SU",-84.9593029,45.370615
"New Vista","SU",-84.494286,38.0499974
"Changed Lives Mental Health and","SU",-84.4918584,38.0446625
"PATHways Program UK Healthcare","SU",-84.4901339,38.0463114
"2nd Chance","SU",-84.4766875,38.0646313
"Ten Sixteen Recovery Network","SU",-84.5047707,43.9783005
"Mountain Comprehensive Care Center","SU",-84.569107,37.615403
"Petoskey Outpatient","SU",-84.9224306,45.3731466
"New Beginnings Recovery","SU",-86.146583,33.42727
"DeNova","SU",-84.4588217,38.0434607
"Samaritan Behavioral Health","SU",-84.1994689,39.7494626
"Wright Path Recovery Center","SU",-84.199452,39.747688
"Havens of Ohio ","SU",-84.1990766,39.748956
"Roaring Brook Recovery","SU",-84.4631823,37.9962037
"Cumberland Heights","SU",-85.036968,35.9480587
"Recovery Pathways LLC","SU",-84.4806978,43.98222
"The Ridge","SU",-84.2575935,39.1558215
"DeCoach Recovery Centre","SU",-84.191027,39.7459806
"New Vista","SU",-84.4588676,37.9769735
"Ohio Guidestone","SU",-84.1411154,41.548837
"Addiction Recovery Care (ARC)","SU",-84.458081,37.9771927
"Bear River Health Outreach","SU",-84.9076048,45.4275001
"Ohio Guidestone","SU",-84.1213957,41.4103307
"Iris Wellness Group","SU",-85.3280127,35.1033189
"Ohio Guidestone","SU",-84.1132956,41.4140035
"Ohio Guidestone","SU",-84.1129827,41.4141422
"Nova Behavioral Health Inc","SU",-84.1648233,39.7379497
"Nova Behavioral Health Inc","SU",-84.1582,39.7907
"The Shoulder","SU",-87.8341379,30.6796138
"Clinic Security and Logistics","SU",-84.1485529,39.7576611
"Council for Alcohol/DA Servs Inc","SU",-85.3109156,35.0651588
"Windows of Discovery Inc","SU",-84.6083762,37.1001983
"Ten Sixteen Recovery Network","SU",-84.3215589,43.614258
"TCN Behavioral Health Services Inc","SU",-84.124449,39.699651
"Catholic Human Services","SU",-84.684334,45.02574
"Deborah Spicer LCSW LCADC","SU",-84.2975522,38.3912434
"Bear River Health","SU",-84.6769515,45.0124342
"Pathways Counseling Center Inc","SU",-84.044744,41.0271768
"Family Life Center Inc","SU",-85.6784312,34.1521184
"Mountain Comprehensive Care Center","SU",-84.2732576,38.203764
"Recovery Pathways LLC","SU",-84.1182178,42.981469
"Northwest Georgia Treatment Center","SU",-85.2600794,34.9509415
"Ten Sixteen Recovery Network","SU",-84.2289344,43.6270701
"Catholic Charities of","SU",-84.1188329,43.0200903
"Tennessee Community","SU",-85.2136004,35.0101167
"Clinic Security and Logistics","SU",-83.9527361,40.8463226
"Anniston Fellowship House Inc","SU",-85.8278658,33.6726345
"TCN Behavioral Health Services Inc","SU",-84.0000356,39.788921
"Restoration Recovery","SU",-85.181872,35.0554537
"RMC Health System","SU",-85.8231851,33.6557721
"Highland Health Systems","SU",-85.8234282,33.6548085
"Bradford Health Services","SU",-85.18132,35.051946
"Ethan Health","SU",-84.3141586,37.7669213
"Cumberland Heights","SU",-85.1868554,35.0179567
"Recovery Pathways LLC","SU",-84.1739907,43.6007763
"Spero Health","SU",-85.1596909,35.0461082
