name,address,city,state,zip,confidence,lon,lat
Omnicare,5055 Covington Way,Memphis,TN,38134,0.99,-89.8950637,35.1823376
Costco,2431 N Germantown Pkwy,Cordova,TN,38016,0.95,-89.7966784,35.1916714
CVS Beauty,7989 US Highway 64,Memphis,TN,38133,0.96,-89.7969636,35.2037504
Big Bend Pharmacy,5724 Stage Rd,Bartlett,TN,38134,0.96,-89.8725827,35.2042402
Walgreens,6697 Stage Rd,Bartlett,TN,38134,0.95,-89.8400379,35.2043335
Bartlett Prescription Shop,5675 Stage Rd,Memphis,TN,38134,0.91,-89.8739907,35.204501
Medrelief Pharmacy,2895 State Highway 77 S,Marion,AR,72364,0.99,-90.1936091,35.2050433
CVS Pharmacy,6670 Stage Rd,Bartlett,TN,38134,0.96,-89.8412573,35.2051188
Walgreens,5950 Stage Rd,Bartlett,TN,38134,1.0,-89.8647125,35.2055084
TopRx,2950 Brother Blvd,Bartlett,TN,38133,0.99,-89.8128553,35.2055868
Walgreens,2960 Canada Rd,Lakeland,TN,38002,0.98,-89.7322671,35.2062797
CVS Pharmacy,5055 Stage Rd,Memphis,TN,38128,1.0,-89.8952966,35.2065472
Walmart Pharmacy,8400 US Highway 64,Bartlett,TN,38133,0.99,-89.7829242,35.2068845
Walgreens,5080 Stage Rd,Memphis,TN,38128,0.97,-89.8938803,35.2072942
Plaza Pharmacy,3024 Covington Pike,Memphis,TN,38128,0.96,-89.8940192,35.2081223
Marion Family Pharmacy,134 Block St,Marion,AR,72364,0.96,-90.2034525,35.2094958
Kirby Whitten Pharmacy,3090 Kirby Whitten Rd,Bartlett,TN,38134,0.99,-89.8398196,35.2098371
Walgreens,3100 Thomas St,Memphis,TN,38127,1.0,-90.0319759,35.2101592
CVS Health,8370 Wolf Lake Dr,Bartlett,TN,38133,0.96,-89.7839826,35.210238
Guardian Pharmacy,3110 Stage Post Dr,Bartlett,TN,38133,0.99,-89.8005659,35.2107069
Walgreens,2655 Frayser Blvd,Memphis,TN,38127,0.99,-89.975076,35.2208213
Kroger,2632 Frayser Blvd,Memphis,TN,38127,0.98,-89.9767643,35.2224695
Walgreens,6565 Saint Elmo Rd,Bartlett,TN,38135,0.95,-89.844394,35.228121
Guardian Pharmacy MidSouth,7657 US-70,Bartlett,TN,38133,0.96,-89.8071438,35.2307404
Walgreens,4015 Austin Peay Hwy,Memphis,TN,38128,0.98,-89.8954107,35.2358935
Walgreens,8097 Highway 70,Arlington,TN,38002,1.0,-89.7928101,35.2371025
Restore RX Inc,5169 N Brunswick Rd,Arlington,TN,38002,0.96,-89.7694961,35.2671277
Walgreens,7994 US-51 N,Millington,TN,38053,1.0,-89.9058939,35.3444957
Bob's Discount Pharmacy,555 Pickwick St,Savannah,TN,38372,0.96,-88.2460438,35.2194956
Walmart,175 Bell Ln,Savannah,TN,38372,0.95,-88.2147897,35.2242409
Main Street Pharmacy,110 Main St,Savannah,TN,38372,1.0,-88.2442052,35.2247278
Walgreens,800 Wayne Rd,Savannah,TN,38372,1.0,-88.2325483,35.2270213
CVS Pharmacy,855 Wayne Rd,Savannah,TN,38372,1.0,-88.2317473,35.22822
East Main Pharmacy,712 E Main St,Adamsville,TN,38310,1.0,-88.371879,35.2331178
Todd's Discount Drugs,347 E Main St,Adamsville,TN,38310,0.96,-88.383335,35.2347956
Henderson Family Pharmacy,535 W Main St,Henderson,TN,38340,0.96,-88.6480086,35.4330902
City Drug Store,118 E Main St,Henderson,TN,38340,1.0,-88.6407433,35.4394038
Dee's Discount Drugs,689 Kimberly Dr,Henderson,TN,38340,0.99,-88.662194,35.4424612
Kroger Pharmacy,5270 Airline Rd,Arlington,TN,38002,0.99,-89.6666459,35.2700067
Wright Medical Technology,5677 Airline Rd,Arlington,TN,38002,0.91,-89.669263,35.280123
Cornerstone Pharmacy,1330 US Highway 45 N,Henderson,TN,38340,0.96,-88.6720121,35.4591212
Miller's Pharmacy,110 Star Shopping Center St,Covington,TN,38019,0.96,-89.6547974,35.5553297
The Medicine Shoppe Pharmacy,730 TN-51 N,Covington,TN,38019,0.99,-89.6446608,35.5727144
Vantreese Discount Pharmacy,1463 S Highland Ave,Jackson,TN,38301,0.96,-88.8150045,35.5733976
Walgreens,1405 S Highland Ave,Jackson,TN,38301,1.0,-88.8151031,35.5752589
Doc's Hometown Pharmacy,951 TN-51 N,Covington,TN,38019,0.96,-89.6441867,35.5793295
Walgreens,950 TN-51 N,Covington,TN,38019,1.0,-89.64172,35.5793827
Walgreens,1114 E Main St,Brownsville,TN,38012,0.96,-89.2509251,35.5929777
CVS Pharmacy,8034 E Brainerd Rd,Chattanooga,TN,37421,1.0,-85.1503142,35.0039158
CVS Pharmacy,3800 Tennessee Ave,Chattanooga,TN,37409,1.0,-85.3262088,35.0098535
Chattanooga Veterans Affairs Outpatient Clinic,6098 Debra Rd,Chattanooga,TN,37411,0.97,-85.21083,35.0100779
CVS Photo,5501 Brainerd Rd,Chattanooga,TN,37411,1.0,-85.2204178,35.0102335
Chattanooga Compounding Pharmacy,7032 E Brainerd Rd,Chattanooga,TN,37421,0.99,-85.1722922,35.0178345
Brainerd Pharmacy,3602 Brainerd Rd,Chattanooga,TN,37411,0.99,-85.2459991,35.0237801
CVS Pharmacy,1816 Gunbarrel Rd,Chattanooga,TN,37421,1.0,-85.1558331,35.0244209
Walgreens,3605 Brainerd Rd,Chattanooga,TN,37411,0.97,-85.2456929,35.0247682
Designer Drugs Pharmacy,7304 Jarnigan Rd,Chattanooga,TN,37421,0.96,-85.1580568,35.0287541
Walgreens,2289 Gunbarrel Rd,Chattanooga,TN,37421,1.0,-85.1507874,35.0400942
CVS Pharmacy,6802 Lee Hwy,Chattanooga,TN,37421,1.0,-85.1686928,35.0405891
Memorial Outpatient Pharmacy,2525 Desales Ave,Chattanooga,TN,37404,0.96,-85.2591564,35.0419903
Southeastern Orthotics and Prosthetics,316 N Holtzclaw Ave,Chattanooga,TN,37404,0.99,-85.2801472,35.0427222
Pulmonaire Service Pharmacy,821 McCallie Ave,Chattanooga,TN,37403,0.96,-85.2950513,35.0436133
Publix Pharmacy at Village at Waterside,7326 McCutcheon Rd,Chattanooga,TN,37421,0.96,-85.15002935878881,35.04380895886788
Hamilton County Employee Pharmacy,455 N Highland Park Ave,Chattanooga,TN,37404,0.99,-85.2774052,35.0446288
Hamilton Discount Pharmacy,6851 Shallowford Rd,Chattanooga,TN,37421,1.0,-85.1632335,35.0454148
Genoa Healthcare,601 Cumberland St,Chattanooga,TN,37404,0.99,-85.2794315,35.0467712
Erlanger Pharmacy,1200 Dodson Ave,Chattanooga,TN,37406,0.96,-85.2619622,35.0503967
Amerita Infusion PPS Pharm,5959 Shallowford Rd,Chattanooga,TN,37421,0.96,-85.1936035,35.0567875
Thrifty MedPlus Pharmacy,5032 Ooltewah-Ringgold Rd,Ooltewah,TN,37363,1.0,-85.0663482,35.0602101
Walgreens,110 N Market St,Chattanooga,TN,37405,1.0,-85.308474,35.0631064
CVS Pharmacy,1301 Dorchester Rd,Chattanooga,TN,37405,1.0,-85.288547,35.0689048
CVS Pharmacy,4712 Main St,Jasper,TN,37347,1.0,-85.6201458,35.0739182
Jasper Drug,17 Courthouse Sq,Jasper,TN,37347,0.99,-85.6247421,35.0742244
HCS EdHealth Pharmacy Hickory Valley,3074 Hickory Valley Rd,Chattanooga,TN,37421,0.96,-85.1547076,35.0744518
Solutions Pharmacy Inc,5517 Little Debbie Pkwy,Ooltewah,TN,37363,0.99,-85.0697455,35.0814437
River City Pharmacy,5564 Little Debbie Pkwy,Ooltewah,TN,37363,0.99,-85.067193,35.0819923
Walgreens,9307 Lee Hwy,Ooltewah,TN,37363,1.0,-85.0579215,35.0832803
Max Discount Pharmacy,4531 Highway 58,Chattanooga,TN,37416,1.0,-85.1960766,35.0853667
CVS Pharmacy,4700 Highway 58,Chattanooga,TN,37416,0.95,-85.19067,35.08598
Access Medical Equipment,4062 Hixson Pike,Chattanooga,TN,37415,0.95,-85.2576272,35.1138516
Access Family Pharmacy,4062 Hixson Pike,Chattanooga,TN,37415,0.99,-85.2575778,35.1140434
CVS Pharmacy,796 Ridgeway Ave,Signal Mountain,TN,37377,1.0,-85.3434408,35.121965
Walgreens,4039 Dayton Blvd,Red Bank,TN,37415,0.99,-85.2881158,35.1220165
Signal Mountain Pharmacy,804 Ridgeway Ave,Signal Mountain,TN,37377,0.99,-85.3428862,35.1221567
CVS Pharmacy,5120 Highway 153,Hixson,TN,37343,1.0,-85.2385755,35.1231312
Walmart,501 Signal Mountain Blvd,Signal Mountain,TN,37377,0.99,-85.35577,35.1232
Hitchcock Family Pharmacy,5104 Hixson Pike,Hixson,TN,37343,0.96,-85.2391338,35.1343978
Walgreens,5478 Highway 153,Hixson,TN,37343,1.0,-85.2480049,35.1415611
The Drug Store,119 Main St,Benton,TN,37307,0.99,-84.6531328,35.17381
Pharmacy Home Care of East Tennessee,120 23rd St NW,Cleveland,TN,37311,0.96,-84.8689181,35.1751483
Crawford's Pharmacy,2260 Chambliss Ave NW,Cleveland,TN,37311,0.99,-84.8689348,35.1753752
Ocoee Professional Pharmacy,2401 N Ocoee St,Cleveland,TN,37311,0.96,-84.8669408,35.1771721
Medical Center Compounding Pharmacy & Health Center,2401 N Ocoee St,Cleveland,TN,37311,1.0,-84.8677468,35.1772912
Medicine Shoppe,2414 N Ocoee St,Cleveland,TN,37311,0.96,-84.864588,35.1775135
CVS Pharmacy,2424 N Ocoee St,Cleveland,TN,37311,1.0,-84.8645425,35.1780113
Walgreens,35 25th St NW,Cleveland,TN,37311,0.99,-84.8654988,35.1785149
Take Charge Nutrition,1690 25th St NW,Cleveland,TN,37311,0.96,-84.884529,35.1917542
Walgreens,4420 N Ocoee St,Cleveland,TN,37312,1.0,-84.8469563,35.1989268
Medicine Counter Pharmacy,5506 Highway 153,Chattanooga,TN,37343,1.0,-85.2482443,35.1429061
Hixson Pharmacy,5508 Hixson Pike,Hixson,TN,37343,1.0,-85.2239892,35.1449414
CVS Pharmacy,5579 Highway 153,Hixson,TN,37343,0.99,-85.2518896,35.1461921
Publix Pharmacy at Creek Plantation Village,"5928 Hixson Pike Ste 112, Ste 112",Hixson,TN,37343,1.0,-85.20733687557856,35.147362915594805
Walgreens,6300 Hixson Pike,Hixson,TN,37343,1.0,-85.1986856,35.1542155
Walmart Pharmacy,7636 Middle Valley Rd,Hixson,TN,37343,0.96,-85.1896634,35.1879029
Whitwell Pharmacy,13810 Highway 28,Whitwell,TN,37397,0.99,-85.5167062,35.1995336
CVS Pharmacy,8600 Hixson Pike,Hixson,TN,37343,1.0,-85.1581079,35.2004624
Walmart,9334 Dayton Pike,Soddy-Daisy,TN,37379,0.95,-85.20096,35.23552
Walgreens,121 Harrison Ln,Soddy-Daisy,TN,37379,1.0,-85.1983446,35.2372151
CVS Pharmacy,200 Stuart Rd,Cleveland,TN,37312,1.0,-84.8446621,35.1994013
Mouse Creek Pharmacy,570 Paul Huff Pkwy NW,Cleveland,TN,37312,0.96,-84.8560245,35.2104259
Walgreens,2900 Paul Huff Pkwy NW,Cleveland,TN,37312,0.95,-84.88153,35.214301
CVS Pharmacy,4570 Frontage Rd NW,Cleveland,TN,37312,0.99,-84.8661691,35.2165389
Preferred Family Pharmacy,8897 Hiwassee St NW,Charleston,TN,37310,0.99,-84.7595953,35.2847836
Anderson Drugs,721 N Tennessee Ave,Etowah,TN,37331,0.96,-84.5201343,35.3393819
Walgreens,856 N Tennessee Ave,Etowah,TN,37331,0.99,-84.5200898,35.3444323
Wilson Drugs,18 Church St,Englewood,TN,37329,0.99,-84.4872522,35.4264576
Madison Avenue Pharmacy,1001 W Madison Ave,Athens,TN,37303,0.99,-84.6050625,35.4382956
Walgreens,805 W Madison Ave,Athens,TN,37303,0.96,-84.603258,35.4385058
Mikes Pharmacy,740 Main St,Tracy City,TN,37387,0.96,-85.7260073,35.2586114
Bradford's Pharmacy,104 Hudgins St,Estill Springs,TN,37330,0.99,-86.1273617,35.2676298
Walgreens,700 N Jackson St,Tullahoma,TN,37388,1.0,-86.2164788,35.3676843
Rock Creek Pharmacy,9971 Sr 56,Coalmont,TN,37313,0.99,-85.7023203,35.374347
Walmart Pharmacy,2518 Hillsboro Blvd,Manchester,TN,37355,0.99,-86.0474134,35.4529385
Marcrom's Pharmacy,1277 McArthur St,Manchester,TN,37355,0.97,-86.0875191,35.463067
Walgreens,806 McArthur St,Manchester,TN,37355,1.0,-86.0818772,35.47601
Baker Brothers Drug Co,120 E Main St,Manchester,TN,37355,0.96,-86.0876118,35.4827389
Southland Pharmacy,482 Interstate Dr,Manchester,TN,37355,1.0,-86.0776704,35.4990071
Graves Family Pharmacy,357 W Main St,McMinnville,TN,37110,0.96,-85.7784059,35.6816655
CVS Pharmacy,9389 Dayton Pike,Soddy-Daisy,TN,37379,1.0,-85.1990835,35.237637
Walgreens,14857 Rankin Ave,Dunlap,TN,37327,1.0,-85.3953493,35.3616775
Palmer Drug LLC,571 Main St,Palmer,TN,37365,0.96,-85.5708627,35.3729826
First Care Pharmacy,14821 Dayton Pike,Sale Creek,TN,37373,0.96,-85.1124633,35.376198
Cates Street Pharmacy,104 Cates St,Dunlap,TN,37327,0.99,-85.3863559,35.377255
Dayton Drug and Wellness,6985 Rhea County Hwy,Dayton,TN,37321,1.0,-85.0047274,35.5035236
Walgreens,7971 Rhea County Hwy,Dayton,TN,37321,1.0,-84.998631,35.5171565
Standefer Pharmacy,3051 Main St,Pikeville,TN,37367,0.96,-85.1895526,35.6045097
Stephens Pharmacy,3135 Main St,Pikeville,TN,37367,0.96,-85.189323,35.6056973
Spencer Drug Co LLC,120 College St,Spencer,TN,38585,0.96,-85.4677332,35.748055
CVS Pharmacy,928 Decatur Pike,Athens,TN,37303,1.0,-84.6120883,35.4486337
Walgreens,1302 Congress Pkwy S,Athens,TN,37303,1.0,-84.6227005,35.4522882
Genoa Healthcare,1805 Ingleside Ave,Athens,TN,37303,0.96,-84.5822174,35.4632377
First Care Pharmacy,392 N Main St,Decatur,TN,37322,0.96,-84.7880906,35.5196864
Walgreens,929 New Highway 68,Sweetwater,TN,37874,1.0,-84.4717448,35.5891788
Wil-Sav Drugs,800 New Highway 68,Sweetwater,TN,37874,0.99,-84.4765625,35.5907308
Little Drugs,510 S Main St,Sweetwater,TN,37874,0.99,-84.4665547,35.5957901
Spring City Pharmacy,171 Clinton Ave,Spring City,TN,37381,0.96,-84.8635743,35.6917917
Hassler's Drug,401 Front St,Spring City,TN,37381,1.0,-84.8604421,35.6936979
Walgreens,103 N Gateway Ave,Rockwood,TN,37854,0.99,-84.6860908,35.8667124
Harps Pharmacy,100 S ST. JOSEPH,Morrilton,AR,72110,0.91,-92.7414571,35.1514767
Health Care Pharmacy,10 Hospital Dr,Morrilton,AR,72110,0.99,-92.7199532,35.1679043
Walmart,1172 N State Highway 7,Dardanelle,AR,72834,0.93,-93.16371,35.2182
Berry Drug of Dardanelle,417 Union St,Dardanelle,AR,72834,0.99,-93.1604904,35.2215267
Rose Drug of Dardanelle,1176 State Highway 22 W,Dardanelle,AR,72834,0.99,-93.1659441,35.2228158
Atkins Family Pharmacy,1601 N Church St,Atkins,AR,72823,0.99,-92.9376847,35.2582713
Walgreens,1100 E Main St,Russellville,AR,72801,1.0,-93.1198,35.2781955
CVS Beauty,101 E Main St,Russellville,AR,72801,0.96,-93.1332495,35.278296
C and D Drug Store,121 N Commerce Ave,Russellville,AR,72801,0.98,-93.1352103,35.2792177
Newton's Pharmacy,715 W Main St,Russellville,AR,72801,0.97,-93.1400466,35.2797167
Greenbrier Pharmacy,61 S Broadview St,Greenbrier,AR,72058,0.96,-92.388655,35.2270021
American Drug,1 E Main St,Greenbrier,AR,72058,0.98,-92.3871752,35.2338221
Harps Pharmacy,15 N Broadview,Greenbrier,AR,72058,0.96,-92.3896135,35.2364171
Harps Pharmacy,2525 W Beebe-Capps Expy,Searcy,AR,72143,0.99,-91.7747346,35.2454466
Walmart,1330 W Beebe Capps Expy,Searcy,AR,72143,0.95,-91.75028,35.24579
Stanley Pharmacy,2007 Beebe Capps Expy,Searcy,AR,72143,1.0,-91.7613504,35.2469993
Stanley Pharmacy Compounding Center,2413 W Beebe-Capps Expy,Searcy,AR,72143,0.99,-91.7699351,35.2471079
Stotts Family Pharmacy,103 W Arch Ave,Searcy,AR,72143,0.96,-91.7378315,35.2498956
Medic Sav-On Drugs,2806 E Race Ave,Searcy,AR,72143,0.96,-91.7031008,35.2506684
Joe's Pharmacy Express,2412 E Race Ave,Searcy,AR,72143,0.99,-91.7083497,35.2508305
Medical Center Pharmacy,2900 Hawkins Dr,Searcy,AR,72143,0.99,-91.7039001,35.2518234
Best Drug Store,906 N Edmonds Ave,McCrory,AR,72101,0.99,-91.200015,35.2674098
Bill's Pharmacy,601 Main St,Augusta,AR,72006,0.96,-91.3616247,35.282473
Health Way Pharmacy,803 Highway 367 N,Judsonia,AR,72081,1.0,-91.6439153,35.2824777
Clark Drug Store,2116 Highway 367 N,Bald Knob,AR,72010,0.95,-91.5768478,35.3048323
Damascus Drug,5 Highway 124 W,Damascus,AR,72039,0.96,-92.4121738,35.3646553
Johnson Pharmacy,6124 Heber Springs Rd W,Quitman,AR,72131,0.96,-92.219361,35.3831842
Family Disco Pharmacy,120 S 4th St,Heber Springs,AR,72543,0.99,-92.0328407,35.4907507
Harps Pharmacy,901 W Main St,Heber Springs,AR,72543,0.99,-92.0392099,35.4916425
ReedHutchins Pharmacy and Compounding,408 W Main St,Heber Springs,AR,72543,1.0,-92.0330917,35.4917811
Walmart,2109 W Main St,Russellville,AR,72801,0.96,-93.153766,35.2828590999999
Rose Drug of Russellville,3103 W Main Pl,Russellville,AR,72801,0.99,-93.1650969,35.2873233
Cobb's Westside Pharmacy,108 Skyline Dr,Russellville,AR,72801,1.0,-93.1678653,35.2876501
Rose Drug Dover,8880 Market St,Dover,AR,72837,1.0,-93.1117941,35.3901411
Hector Pharmacy,11167 Sr 27,Hector,AR,72843,1.0,-92.9746982,35.4639145
Clarksville Family Pharmacy,510 S Rogers St,Clarksville,AR,72830,0.99,-93.4595909,35.4648004
Rose Drug of Clarksville,211 E Main St,Clarksville,AR,72830,1.0,-93.4579574,35.471224
Clinton Drug,2526 Highway 65 S,Clinton,AR,72031,0.96,-92.4506085,35.5591009
Walmart Pharmacy,1966 US-65 S,Clinton,AR,72031,0.99,-92.4541116,35.5668844
Baker Pharmacy,101 E Main St,Marshall,AR,72650,0.99,-92.6316117,35.9093012
Southern Pharmacy,203 Newsome Dr,Marked Tree,AR,72365,0.99,-90.4332022,35.5298308
Family Care Pharmacy,98 US Highway 63 W,Marked Tree,AR,72365,0.91,-90.4234613,35.5336083
Food Giant Pharmacy,605 N Illinois St,Harrisburg,AR,72432,0.99,-90.7257511,35.5705756
Harrisburg Clinic Pharmacy,1104 N Illinois St,Harrisburg,AR,72432,0.99,-90.7230169,35.5759468
Southern Pharmacy,730 Greenwood Ave,Lepanto,AR,72354,0.99,-90.3308342,35.6067188
East Arkansas Family Health,102 W Broad St,Lepanto,AR,72354,0.96,-90.3312948,35.6135125
Weiner Pharmacy,212 N Van Buren St,Weiner,AR,72479,0.96,-90.8987833,35.6195357
Procare Medical of Trumann,400 W Carlson St,Trumann,AR,72472,0.96,-90.5112862,35.671335
Express Rx of Trumann,329 Highway 463 N,Trumann,AR,72472,1.0,-90.5234991,35.6771945
The Daily Dose Pharmacy,421 Highway 463 N,Trumann,AR,72472,0.96,-90.5241394,35.6782421
Express Rx of Heber Springs,600 W Main St,Heber Springs,AR,72543,0.98,-92.0353912,35.4919909
Cornerstone Pharmacy,8470 Edgemont Rd,Greers Ferry,AR,72067,0.99,-92.1766481,35.5699356
Norman and Baker Pharmacy,2200 Malcolm Ave,Newport,AR,72112,0.96,-91.2543057,35.6045881
Walgreens,2401 Malcolm Ave,Newport,AR,72112,0.99,-91.2525016,35.6070959
Darling Pharmacy,1303 McLain St,Newport,AR,72112,0.98,-91.2635669,35.6081897
iCareRx Pharmacy,1117 McLain St,Newport,AR,72112,0.99,-91.2660651,35.6082467
Fairfield Bay Pharmacy & Home Medical Equipment,367 Dave Creek Pkwy,Fairfield Bay,AR,72088,0.96,-92.2621443,35.6103378
Newark Pharmacy,503 Vine St,Newark,AR,72562,0.96,-91.4482872,35.7023399
Wilson Wil-Sav Pharmacy,5 Allen Chapel Rd,Batesville,AR,72501,0.96,-91.6383129,35.7376616
"Clinic Drug Store, Inc.",1700 Harrison St,Batesville,AR,72501,0.97,-91.6341508,35.769195
Soo's Drug Store,2822 E Nettleton Ave,Jonesboro,AR,72401,0.99,-90.6705525,35.8286337
Walgreens,1330 S Caraway Rd,Jonesboro,AR,72401,0.96,-90.6771531,35.8286788
Walgreens,1328 Red Wolf Blvd,Jonesboro,AR,72401,1.0,-90.6680791,35.8289008
Garner Family Pharmacy,765 E Matthews Ave,Jonesboro,AR,72401,0.97,-90.6963151,35.8354716
Stone's Pharmacy,417 E Matthews Ave,Jonesboro,AR,72401,0.96,-90.7007506,35.8356378
Gibson's Pharmacy of Jonesboro,403 E Matthews Ave,Jonesboro,AR,72401,0.96,-90.7017416,35.83564
Super V Drug Store,1000 E Matthews Ave,Jonesboro,AR,72401,0.96,-90.6950215,35.8360124
Shinabery's Community Pharmacy,1432 E Washington Ave,Jonesboro,AR,72401,0.96,-90.6879758,35.8383083
Home IV Specialists,200 S Main St,Jonesboro,AR,72401,0.99,-90.7047752,35.8418934
Hilltop Family Pharmacy,1706 Visions Ave,Jonesboro,AR,72405,0.96,-90.6534244,35.8601845
Camp's Medical Pharmacy,4109 E Johnson Ave,Jonesboro,AR,72405,0.99,-90.6487306,35.8609068
McFarlin Pharmacy,101 E Drew St,Monette,AR,72447,0.98,-90.3418037,35.8903496
Southern Pharmacy,214 W Drew St,Monette,AR,72447,0.99,-90.3432951,35.8905744
Bono Family Pharmacy,10040 Highway 63 N,Bono,AR,72416,0.99,-90.7951187,35.8947171
The Pharmacy at Brookland,406 Honeysuckle Dr,Brookland,AR,72417,0.96,-90.58693,35.9117342
Smith Drug Co,1104 Jones Rd,Paragould,AR,72450,0.96,-90.4992383,36.0221802
City Drug,1512 Linwood Dr,Paragould,AR,72450,1.0,-90.5105678,36.041109
Prescriptions Corner Drug,320 W Kings Hwy,Paragould,AR,72450,0.99,-90.4896396,36.0524091
Hyde Pharmacy,1001 W Kings Hwy,Paragould,AR,72450,0.99,-90.499229,36.0527043
Walmart Pharmacy,2802 W Kings Hwy,Paragould,AR,72450,1.0,-90.5227702,36.0578981
Bryant's Pharmacy,2000 Harrison St,Batesville,AR,72501,0.98,-91.6311125,35.7692299
Sav-On Pharmacy,1610 Harrison St,Batesville,AR,72501,0.96,-91.6367882,35.7693683
Econo-Mart Pharmacy,1595 Harrison St,Batesville,AR,72501,0.96,-91.6369734,35.7698776
Mitchell's Main Street Pharmacy,214 E Main St,Mountain View,AR,72560,1.0,-92.1154227,35.8676938
Cave City Pharmacy,301 S Main St,Cave City,AR,72521,0.99,-91.54686,35.9390873
Corner Drug Store,830 E Main St,Melbourne,AR,72556,1.0,-91.8920229,36.0578546
Mark's Pharmacy,205 E Main St,Melbourne,AR,72556,0.96,-91.9033728,36.0597376
Mitchell's Park Street Pharmacy,526 Park St,Calico Rock,AR,72519,0.99,-92.1300601,36.1256956
Triple S Pharmacy,1314 AR Highway 56,Calico Rock,AR,72519,0.96,-92.1290227,36.1306567
Horseshoe Health & Medicine,600 Market St,Horseshoe Bend,AR,72512,0.96,-91.7595562,36.2188395
Marshall Medic Pharmacy,243 Highway 65 N,Marshall,AR,72650,0.99,-92.6365829,35.9110701
Jasper Pharmacy,200 W Church St,Jasper,AR,72641,0.96,-93.1878773,36.0074835
Harps Pharmacy,5015 Highway 62 E,Harrison,AR,72601,0.98,-93.0313538,36.1933299
Harps Pharmacy,200 N Wickersham St,Yellville,AR,72687,0.99,-92.6834925,36.2265095
Sam Alexander Health Mart Pharmacy,127 N Main St,Harrison,AR,72601,1.0,-93.1070858,36.2308268
Sullivan Pharmacy,731 N Main St,Harrison,AR,72601,1.0,-93.1069526,36.2377866
Walgreens,705 Highway 65 N,Harrison,AR,72601,0.99,-93.1183766,36.2503203
Harps Pharmacy,814 Highway 62 65 N,Harrison,AR,72601,0.96,-93.1212606,36.2519101
Walmart Pharmacy,168 Walmart Dr,Flippin,AR,72634,0.99,-92.604521,36.2753277
The Pharmacy at Flippin Station,109 N 1st St,Flippin,AR,72634,0.99,-92.6011399,36.2783288
Scotts Hill Discount Drugs,640 Highway 114 S,Scotts Hill,TN,38374,0.96,-88.249586,35.5221032
Family Pharmacy Scotts Hill,10091 Highway 100,Scotts Hill,TN,38374,0.99,-88.2516316,35.5253777
City Drug Store,18 W Main St,Parsons,TN,38363,1.0,-88.1271108,35.649793
Vise's Discount Pharmacy,179 Tennessee Ave N,Parsons,TN,38363,0.96,-88.1271475,35.6526264
Jones Pharmacy,101 Lexington Plz,Lexington,TN,38351,0.96,-88.3954827,35.6535572
Lexington Discount Drugs,148 W Church St,Lexington,TN,38351,0.99,-88.3968937,35.6537379
Professional Arts Pharmacy,270 W Church St,Lexington,TN,38351,0.96,-88.3969369,35.6538591
Family Pharmacy,6 Hospital Dr,Lexington,TN,38351,0.99,-88.3975628,35.6542751
Henderson County Community Pharmacy,270 W Church St,Lexington,TN,38351,0.96,-88.4000109,35.654918
Walgreens,603 W Church St,Lexington,TN,38351,1.0,-88.4122656,35.657253
Mulherin Family Pharmacy,200 E Main St,Brownsville,TN,38012,0.96,-89.2594981,35.5935867
Hometown Drug Company,2280 N Washington Ave,Brownsville,TN,38012,0.99,-89.2480588,35.607889
Dowling Pharmacy,2571 N Washington Ave,Brownsville,TN,38012,0.96,-89.2411247,35.6101546
Bakers Family Pharmacy,200 W Main St,Jackson,TN,38301,0.97,-88.8206073,35.6142851
Health Care Pharmacy,505 Roland Ave,Jackson,TN,38301,0.99,-88.8264941,35.6329831
COVID-19 Drive-Thru Testing at Walgreens,1332 N Highland Ave,Jackson,TN,38301,0.96,-88.8226655,35.637322
Community Pharmacy at Jackson Madison County General Hospital,601 Skyline Dr,Jackson,TN,38301,0.99,-88.8310109,35.6396581
Handicap of Jackson LLC,2088 Hollywood Dr,Jackson,TN,38305,1.0,-88.8684707,35.6512626
Walmart Pharmacy,2196 Emporium Dr,Jackson,TN,38305,0.99,-88.8512151,35.6679915
Apothecary Stonebridge,111 Stonebridge Blvd,Jackson,TN,38305,0.96,-88.852769,35.6763415
Walmart,8445 US Highway 51 N,Millington,TN,38053,0.96,-89.89555,35.35664
Walmart,8445 US Highway 51 N,Millington,TN,38053,0.94,-89.8973693,35.3575859
Walgreens,43 Tabb Dr,Munford,TN,38058,0.97,-89.7925564,35.4430031
Boatwright Pharmacy Atoka,139 Wesley Reed Dr,Atoka,TN,38004,0.96,-89.7848712,35.4455654
Munford Pharmacy,99 Doctors Dr,Munford,TN,38058,0.96,-89.7971332,35.4474446
Wilson Pharmacy,5 N Jefferson St,Wilson,AR,72395,0.99,-90.043104,35.5685189
The Pill Peddler Pharmacy,1741 S US-61,Osceola,AR,72370,0.99,-89.9820736,35.69614
Delta Drugs Inc,257 W Ar 18 Byp,Manila,AR,72442,0.96,-90.1776477,35.8775404
Wagner Pharmacy,3644 W State Highway 18,Manila,AR,72442,1.0,-90.1924368,35.8877415
Rothrock Drug Co,700 N 6th St,Blytheville,AR,72315,0.99,-89.9095588,35.9334444
Walgreens,384 Oil Well Rd,Jackson,TN,38305,1.0,-88.859494,35.6892354
Phipps Pharmacy,19 Hughes Dr,Jackson,TN,38305,0.99,-88.8290042,35.6941313
Walgreens,3144 N Highland Ave,Jackson,TN,38305,0.95,-88.829262,35.695441
